"name","website url","symbol text","symbol img url","status","USD raised","time","sale price","current price","return","whitepaper url"
"Wolk","https://wolk.com/","","https://www.tokendata.io/assets/logos/wolk.png","Completed","$2,185,025.00","09/10/2017 - 10/30/2017","","","",""
"Neblio","https://nebl.io/","NEBL","https://www.tokendata.io/assets/logos/neblio.png","Completed","$2,102,281.00","08/06/2017 - 08/19/2017","$0.178","$2.118","11.93x","https://nebl.io/wp-content/uploads/2017/07/NeblioWhitepaper.pdf"
"PayPro","http://www.payproapp.com/","","https://www.tokendata.io/assets/logos/paypro.png","Completed","$2,100,000.00","01/29/2018 - 02/26/2018","","","","https://drive.google.com/file/d/0B94JFN71B0HzTUgtZEZ1S08xWHM/view"
"Cryptorobotics","https://cryptorobotics.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","$2,095,072.00","01/01/1970 - 06/14/2018","","","","https://cryptorobotics.io/img/WP_ENG.pdf"
"Wings","https://www.wings.ai/","WINGS","https://www.tokendata.io/assets/logos/wings.png","Completed","$2,074,000.00","11/18/2016 - 01/06/2017","$0.028","$0.167","6.04x","https://wings.ai/docs/WINGS_Whitepaper_V1.1.2_ru.pdf"
"GameStars","https://gamestars.io/","","https://www.tokendata.io/assets/logos/gamestars.png","Completed","$2,063,180.00","03/15/2018 - 07/11/2018","","","","https://gamestars.io/whitepaper"
"PM7","https://pm7.com/","","https://www.tokendata.io/assets/logos/pm7.png","Completed","$2,007,807.00","12/17/2017 - 03/04/2018","","","","https://pm7.com/assets/doc/WhitePaper-en.pdf"
"ITT","http://intelligenttrading.org/","","https://www.tokendata.io/assets/logos/itt.png","Completed","$2,000,000.00","08/18/2017 - 09/17/2017","","","","http://intelligenttrading.org/whitepaper.pdf"
"Herocoin","https://www.herocoin.io/","","https://www.tokendata.io/assets/logos/herocoin.png","Completed","$2,000,000.00","09/14/2017 - 10/16/2017","","","","https://s3-cdn.herocoin.io/HERO_Whitepaper.pdf"
"Komodo","https://komodoplatform.com/","KMD","https://www.tokendata.io/assets/logos/komodo.png","Completed","$1,983,781.00","10/15/2016 - 11/14/2016","$0.022","$1.247","56.59x","https://komodoplatform.com/whitepaper/"
"Stockchain","http://stockchain.co/","SCC","https://www.tokendata.io/assets/logos/stockchain.png","Completed","$1,982,300.00","03/20/2018 - 03/31/2018","","","","http://stockchain.co/img/StockChain_WhitePaper_EN.pdf"
"SunContract","https://suncontract.org/","SNC","https://www.tokendata.io/assets/logos/suncontract.png","Completed","$1,980,156.00","06/28/2017 - 08/01/2017","$0.016","$0.033","2.05x","https://suncontract.org/res/whitepaper.pdf"
"Mira","https://miralab.io/","","https://www.tokendata.io/assets/logos/mira.png","Completed","$1,980,000.00","11/27/2017 - 11/29/2017","","","","https://miralab.io/Mira_WhitePaper_EN.pdf"
"Digital Developers Fund","https://www.digitaldevelopersfund.com/#","DDF","https://www.tokendata.io/assets/logos/digital%20developers%20fund.png","Completed","$1,963,332.00","07/10/2017 - 08/09/2017","$0.305","$0.016","0.05x","https://www.digitaldevelopersfund.com/wp-content/uploads/2017/06/DDF.pdf"
"Snovio","https://ico.snov.io/","SNOV","https://www.tokendata.io/assets/logos/snovio.png","Completed","$1,946,079.00","10/31/2017 - 11/30/2017","$0.005","$0.005","0.92x","https://ico.snov.io/docs/WhitePaperEn.pdf"
"Metal","https://www.metalpay.co/","MTL","https://www.tokendata.io/assets/logos/metal.png","Completed","$1,945,000.00","03/01/2017 - 03/01/2017","$0.118","$0.686","5.82x","https://www.metalpay.com/assets/pdf/whitepaper.pdf"
"CDX","https://commodityadnetwork.com/ico/","","https://www.tokendata.io/assets/logos/cdx.png","Completed","$1,943,687.00","08/26/2017 - 09/30/2017","","","","https://commodityadnetwork.com/whitepaper/"
"SocialX","https://socialx.network/","","https://www.tokendata.io/assets/logos/socialx.png","Completed","$1,916,465.00","01/15/2018 - 01/25/2018","","","","https://socialx.network/whitepaper/#"
"Kibo Lotto","https://kiboplatform.net/en/landing.html","","https://www.tokendata.io/assets/logos/kibo%20lotto.png","Completed","$1,894,900.00","10/01/2016 - 11/10/2016","","","","https://kiboplatform.net/_alldata/files/kibowhitepaper.pdf"
"BCDiploma","https://www.bcdiploma.com/","","https://www.tokendata.io/assets/logos/bcdiploma.png","Completed","$1,870,380.00","12/21/2017 - 01/19/2018","","","","https://www.bcdiploma.com/img/BCD_PreWhite_Paper.pdf"
"vDice","https://vdice.io/","VSL","https://www.tokendata.io/assets/logos/vdice.png","Completed","$1,800,000.00","11/15/2016 - 12/15/2016","$0.054","$0.007","0.14x","https://blog.vdice.io/wp-content/uploads/2016/10/vDice_ICO_Whitepaper_English.pdf"
"Anryze","https://tokensale.anryze.com/","","https://www.tokendata.io/assets/logos/anryze.png","Completed","$1,759,130.00","09/12/2017 - 10/12/2017","","","","https://tokensale.anryze.com/assets/file/Anryze_White_Paper.pdf"
"Smartlands","https://smartlands.io/","","https://www.tokendata.io/assets/logos/smartlands.png","Completed","$1,753,698.00","11/02/2017 - 11/17/2017","","","","https://smartlands.io/documents/White_paper_2208.pdf"
"BlockPool","https://blockpool.io/","BPL","https://www.tokendata.io/assets/logos/blockpool.png","Completed","$1,751,444.00","05/01/2017 - 06/30/2017","$0.088","$0.032","0.37x","https://blockpool.io/docs/BLOCK_WP_A.pdf"
"Crypto Tickets","http://crypto.tickets/","","https://www.tokendata.io/assets/logos/crypto%20tickets.png","Completed","$1,750,926.00","10/05/2017 - 12/01/2017","","","",""
"eGold","https://egold.gg/","","https://www.tokendata.io/assets/logos/egold.png","Completed","$1,724,725.00","02/18/2018 - 03/18/2018","","","","https://egold.gg/eGold-whitepaper.pdf"
"RoomDAO","https://roomdao.io/","","https://www.tokendata.io/assets/logos/roomdao.png","Completed","$1,676,786.00","08/05/2018 - 09/12/2018","","","","https://roomdao.io/wp-content/uploads/2018/05/Roomdao_WhitePaper_eng.pdf"
"Datarius","https://datarius.io/","","https://www.tokendata.io/assets/logos/datarius.png","Completed","$1,662,752.00","03/05/2018 - 04/04/2018","","","","https://datarius.io/Whitepaper_en_compressed_05_02_2018.pdf"
"Dimpay","https://www.dimpay.io/","","https://www.tokendata.io/assets/logos/dimpay.png","Completed","$1,649,555.00","12/04/2017 - 12/18/2017","","","","https://www.dimpay.io/docs/dimpay-whitepaper.pdf"
"DAEX","https://www.daex.io/","","https://www.tokendata.io/assets/logos/daex.png","Completed","$1,643,815.00","09/09/2018 - 09/14/2018","","","","https://www.daex.io/pdf/DAEX(EN)-NonTechnicalWhitepaper-V0.9.8c-7.pdf"
"Sharering","https://sharering.network/en/","","https://www.tokendata.io/assets/logos/sharering.png","Completed","$1,600,000.00","06/04/2018 - 07/04/2018","","","","https://sharering.network/files/sharetoken-whitepaper-en-web-v1.1.pdf?20180529"
"Blockmason","https://blockmason.io/projects/ico/","","https://www.tokendata.io/assets/logos/blockmason.png","Completed","$1,584,115.00","10/08/2017 - 10/16/2017","","","","https://blockmason.io/cp-whitepaper.pdf"
"Seal Network","https://seal.network/ico.html","","https://www.tokendata.io/assets/logos/seal%20network.png","Completed","$1,582,678.00","05/13/2018 - 05/27/2018","","","","https://seal.network/seal-whitepaper.pdf"
"FidentiaX","https://www.fidentiax.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","$1,551,667.00","11/04/2017 - 12/04/2017","","","","https://www.fidentiax.com/webfiles/1510888503954/pdf/web/viewer.html"
"Smart Investment Fund","https://smartift.com/","","https://www.tokendata.io/assets/logos/smart%20investment%20fund.png","Completed","$1,546,430.00","08/01/2017 - 09/14/2017","","","","https://smartift.com/sift_whitepaper.pdf"
"Realisto","https://realisto.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","$1,531,146.00","11/25/2017 - 12/25/2017","","","","https://realisto.io/files/papers/Whitepaper/REALISTO_Whitepaper_V1.2_EN.pdf"
"ATFS Lab","http://atfslab.io/","","https://www.tokendata.io/assets/logos/atfs%20lab.png","Completed","$1,519,106.00","01/10/2018 - 02/09/2018","","","","https://drive.google.com/file/d/0B1_5EC8xe5GHTi1aZWxER3ZhS0E/view"
"ESR Wallet","https://esrwallet.io/en/","","https://www.tokendata.io/assets/logos/esr%20wallet.png","Completed","$1,507,910.00","09/25/2017 - 10/25/2017","","","","https://esrwallet.io/en/wp.pdf"
"Goal Bonanza","https://www.goalbonanza.com/contribute/","","https://www.tokendata.io/assets/logos/goal%20bonanza.png","Completed","$1,500,000.00","10/01/2017 - 10/31/2017","","","","https://www.goalbonanza.com/wp-content/uploads/2017/09/Goal-Bonanza-White-Paper-v1.0.pdf"
"Bounty0x","http://bounty0x.io/","BNTY","https://www.tokendata.io/assets/logos/bounty0x.png","Completed","$1,500,000.00","12/15/2017 - 12/17/2017","$0.014","$0.009","0.68x","https://bounty0x.io/whitepaper/"
"Betrium","https://betrium.co/","","https://www.tokendata.io/assets/logos/betrium.png","Completed","$1,500,000.00","04/05/2018 - 05/14/2018","","","","https://betrium.co/betrium_whitepaper.pdf"
"Lordmancer 2","http://lordmancer2.io/","","https://www.tokendata.io/assets/logos/lordmancer%202.png","Completed","$1,488,712.00","11/07/2017 - 12/20/2017","","","","https://1drv.ms/b/s!AtHyJaAqXgPAgslabUq333piWVe-gw"
"Pally","http://www.pally.co/","","https://www.tokendata.io/assets/logos/pally.png","Completed","$1,450,405.00","10/15/2017 - 12/13/2017","","","","http://docs.wixstatic.com/ugd/2e67e5_f5297c6625a447d89e8606c3315ead24.pdf"
"VibeHub","http://vibehub.io/","VIBE","https://www.tokendata.io/assets/logos/vibehub.png","Completed","$1,435,724.00","08/07/2017 - 09/21/2017","$0.020","$0.074","3.72x","http://vibehub.io/VibeHubWhitepaper2017.pdf"
"MASS","https://mass.cloud/","","https://www.tokendata.io/assets/logos/mass.png","Completed","$1,416,404.00","07/12/2017 - 07/19/2017","","","","https://mass.cloud/MASS-whitepaper.pdf"
"BitBoost","https://www.bitboost.net/","","https://www.tokendata.io/assets/logos/bitboost.png","Completed","$1,395,803.00","10/10/2017 - 11/09/2017","","","","https://www.bitboost.net/whitepaper-theblock.php"
"ICOO","https://www.icoo.io/","ICOO","https://www.tokendata.io/assets/logos/icoo.png","Completed","$1,388,427.00","05/20/2016 - 06/30/2016","$2.938","$0.202","0.07x",""
"Vezt","https://www.vezt.co/","VZT","https://www.tokendata.io/assets/logos/vezt.png","Completed","$1,380,644.00","11/03/2017 - 12/03/2017","$0.492","$0.028","0.06x","https://drive.google.com/drive/folders/0B4KoIyyLR7sVZVZMZ1BnQU5DM28"
"SRCoin","https://www.srcoin.info/","","https://www.tokendata.io/assets/logos/srcoin.png","Completed","$1,362,237.00","01/01/2018 - 03/31/2018","","","","https://docs.wixstatic.com/ugd/381b09_3124cb8d3ca04ff2b7d70c01d9f3fcc9.pdf"
"Sand Coin","https://sandcoin.io/en","","https://www.tokendata.io/assets/logos/sand%20coin.png","Completed","$1,342,461.00","09/18/2017 - 10/18/2017","","","","https://sandcoin.io/WhitePaperSND_en.pdf?1"
"Gimli","http://gimli.io/","","https://www.tokendata.io/assets/logos/gimli.png","Completed","$1,340,902.00","09/18/2017 - 10/21/2017","","","","http://gimli.io/wp-content/uploads/2017/07/Gimli-white-paper.pdf"
"Ethbet","https://ethbet.io/","EBET","https://www.tokendata.io/assets/logos/ethbet.png","Completed","$1,321,550.00","09/17/2017 - 09/22/2017","$0.176","$0.014","0.08x","https://ethbet.io/whitepaper.pdf"
"ETCWin","http://etcwin.com/","","https://www.tokendata.io/assets/logos/etcwin.png","Completed","$1,309,000.00","10/17/2016 - 11/23/2016","","","",""
"NAU","https://nau.io/","","https://www.tokendata.io/assets/logos/nau.png","Completed","$1,299,454.00","10/31/2017 - 12/29/2017","","","","https://tokensale.nau.io/pdf/NAU_WhitePaper.pdf"
"Gagapay","https://www.gagapay.network/","","https://www.tokendata.io/assets/logos/gagapay.png","Completed","$1,294,288.00","04/30/2018 - 07/15/2018","","","",""
"Mavro","https://mavro.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","$1,288,841.00","03/15/2018 - 04/15/2018","","","","https://mavro.org/pdf/MAVRO_Whitepaper.pdf"
"Tap Project","https://tapproject.net/","","https://www.tokendata.io/assets/logos/tap%20project.png","Completed","$1,260,546.00","01/21/2018 - 01/21/2018","","","","https://tapproject.net/index.php/white-paper/"
"Ethbits","https://ico.ethbits.com/","ETBS","https://www.tokendata.io/assets/logos/ethbits.png","Completed","$1,259,489.00","04/15/2017 - 05/15/2017","$0.963","$0.713","0.74x","https://ico.ethbits.com/white_paper.pdf"
"Gene-Chain","http://www.encrypgen.com/","DNA","https://www.tokendata.io/assets/logos/gene-chain.png","Completed","$1,254,595.00","06/01/2017 - 07/17/2017","$0.026","$0.043","1.65x","http://www.encrypgen.com/wp-content/uploads/2017/06/The_Gene-chain_merged_2017.pdf"
"Exenium","https://exenium.io/","","https://www.tokendata.io/assets/logos/exenium.png","Completed","$1,209,897.00","02/14/2018 - 03/25/2018","","","","https://exenium.io/#documents"
"Wala","https://tokensale.getwala.com/","","https://www.tokendata.io/assets/logos/wala.png","Completed","$1,200,000.00","12/01/2017 - 12/11/2017","","","","http://wala-tokensale-website.s3-website-eu-west-1.amazonaws.com/dalawhitepaper.pdf"
"FundYourselfNow","https://www.fundyourselfnow.com/","FYN","https://www.tokendata.io/assets/logos/fundyourselfnow.png","Completed","$1,176,703.00","06/12/2017 - 07/31/2017","$1.612","$0.231","0.14x","https://www.fundyourselfnow.com/wp-content/uploads/2017/04/FYN-Business_Outline-2017.pdf"
"Qvolta","https://qvolta.com/","","https://www.tokendata.io/assets/logos/qvolta.png","Completed","$1,164,358.00","10/10/2017 - 10/20/2017","","","","https://s3.eu-central-1.amazonaws.com/qvolta/white.pdf"
"PCC","https://pccico.com/","","https://www.tokendata.io/assets/logos/pcc.png","Completed","$1,141,987.00","09/10/2017 - 11/20/2017","","","","https://pccico.com/docs/pcc_white_paper.pdf"
"Flypme","https://flyp.me/","FYP","https://www.tokendata.io/assets/logos/flypme.png","Completed","$1,140,422.00","07/10/2017 - 10/21/2017","$0.065","$0.045","0.70x",""
"Tele2 Teleport","https://tele2-teleport.io/","","https://www.tokendata.io/assets/logos/tele2%20teleport.png","Completed","$1,120,743.00","09/05/2017 - 10/26/2017","","","","https://drive.google.com/file/d/0B7IGdnFb-yk5RWtuazIyR09MeDQ/view?usp=sharing"
"KexCoin","https://kexcoin.com/","","https://www.tokendata.io/assets/logos/kexcoin.png","Completed","$1,113,751.00","09/15/2017 - 10/15/2017","","","","https://kexcoin.com/wp-content/uploads/KexCoin-Whitepaper-English-v1.08.pdf"
"WandX","http://wandx.co/","","https://www.tokendata.io/assets/logos/wandx.png","Completed","$1,111,872.00","10/22/2017 - 12/05/2017","","","","https://wandxdapp.gitbooks.io/wandx-whitepaper/content/"
"Magos","https://magos.io/","","https://www.tokendata.io/assets/logos/magos.png","Completed","$1,101,655.00","08/16/2017 - 09/30/2017","","","","https://magos.io/bluepaper.pdf"
"Adel","https://www.adelphoi.io/","ADL","https://www.tokendata.io/assets/logos/adel.png","Completed","$1,094,622.00","05/01/2017 - 05/31/2017","","","","https://www.adelphoi.io/content/pdf/wp_1.pdf"
"Augmentors","http://www.augmentorsgame.com/","DTB","https://www.tokendata.io/assets/logos/augmentors.png","Completed","$1,069,525.00","01/30/2017 - 02/28/2017","$0.015","$0.202","13.24x",""
"Easymine","https://ico.easymine.io/","","https://www.tokendata.io/assets/logos/easymine.png","Completed","$1,057,892.00","08/31/2017 - 10/25/2017","","","","https://ico.easymine.io/easyMINE_Whitepaper.pdf"
"Monsterbyte","https://www.monsterbyte.io/","MBI","https://www.tokendata.io/assets/logos/monsterbyte.png","Completed","$1,033,340.00","07/06/2017 - 08/07/2017","$0.102","$0.033","0.32x","https://www.monsterbyte.io/images/MonsterByteICOWhitepaper.pdf"
"Incent","https://www.incentloyalty.com/","INCNT","https://www.tokendata.io/assets/logos/incent.png","Completed","$1,000,000.00","09/01/2016 - 09/01/2016","$0.043","$0.084","1.94x","http://incent.bitscan.com/frontend_js_css/assets/whitepaper/UsingBlockchaintoBoostCommerce.pdf"
"Plutus","https://plutus.it/","PLU","https://www.tokendata.io/assets/logos/plutus.png","Completed","$1,000,000.00","06/21/2016 - 06/24/2016","$1.176","$1.513","1.29x","https://plutus.it/assets/Plutus.it-White-Paper-v1.1.pdf"
"The Legends Room","https://legendsroomlv.com/","","https://www.tokendata.io/assets/logos/the%20legends%20room.png","Completed","$1,000,000.00","04/18/2017 - 05/15/2017","","","",""
"Publica","https://publica.io/","PBL","https://www.tokendata.io/assets/logos/publica.png","Completed","$1,000,000.00","11/01/2017 - 11/14/2017","$0.071","$0.065","0.91x","https://publica.io/whitepaper.pdf"
"Triforce Tokens","https://triforcetokens.io/","","https://www.tokendata.io/assets/logos/triforce%20tokens.png","Completed","$1,000,000.00","02/20/2018 - 02/22/2018","","","","https://triforcetokens.io/resources/white-paper-v3.21.pdf"
"UTRUM","https://utrum.io/","","https://www.tokendata.io/assets/logos/utrum.png","Completed","$1,000,000.00","06/04/2018 - 07/04/2018","","","","https://utrum.io/docs/utrum_white_paper.pdf"
"IP Gold","https://ip.gold/","","https://www.tokendata.io/assets/logos/ip%20gold.png","Completed","$1,000,000.00","05/29/2018 - 07/10/2018","","","","https://ip.gold/#whitepaper"
"Back to Earth","http://backto.earth/#","STRC","https://www.tokendata.io/assets/logos/back%20to%20earth.png","Completed","$988,110.00","04/26/2017 - 04/28/2017","$0.247","$0.085","0.34x","http://backto.earth/blog/back-to-earth-white-paper/"
"Algory","https://algory.io/","","https://www.tokendata.io/assets/logos/algory.png","Completed","$967,315.00","12/08/2017 - 01/08/2018","","","","https://algory.io/whitepaper.pdf"
